,trigger,word,pos,sess,sent_num,filename,len,freq,sess_id,prev_pos,next_pos,prev_freq,next_freq,prev_len,next_len,sent_ident
3418,16,their,PRON,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.34,session0_files0-11_triggers_processed.txt,VERB,NOUN,3.01,5.16,6.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3419,17,hands,NOUN,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.16,session0_files0-11_triggers_processed.txt,PRON,ADP,6.34,7.45,5.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3420,18,of,ADP,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.45,session0_files0-11_triggers_processed.txt,NOUN,DET,5.16,7.77,5.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3421,19,the,DET,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.45,4.35,2.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3422,20,wolf,NOUN,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,4.35,session0_files0-11_triggers_processed.txt,DET,CCONJ,7.77,7.41,3.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3423,21,and,CCONJ,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.41,session0_files0-11_triggers_processed.txt,NOUN,VERB,4.35,5.06,4.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3424,22,wrote,VERB,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.06,session0_files0-11_triggers_processed.txt,CCONJ,PRON,7.41,6.1,3.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3425,23,him,PRON,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,6.1,session0_files0-11_triggers_processed.txt,VERB,ADP,5.06,5.91,5.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3426,24,off,ADP,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,5.91,session0_files0-11_triggers_processed.txt,PRON,ADP,6.1,6.79,3.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3427,25,as,ADP,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,6.79,session0_files0-11_triggers_processed.txt,ADP,DET,5.91,7.36,3.0,1.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3428,26,a,DET,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,1,7.36,session0_files0-11_triggers_processed.txt,ADP,NOUN,6.79,5.45,2.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3429,27,job,NOUN,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,5.45,session0_files0-11_triggers_processed.txt,DET,ADV,7.36,6.04,1.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3430,28,well,ADV,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.04,session0_files0-11_triggers_processed.txt,NOUN,VERB,5.45,5.57,3.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3431,29,done,VERB,sess_0,sent_171,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,5.57,session0_files0-11_triggers_processed.txt,ADV,SENT_END,6.04,0.0,4.0,0.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_171
3434,1,their,PRON,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.34,session0_files0-11_triggers_processed.txt,SENT_START,NOUN,0.0,4.22,0.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3435,2,sheep,NOUN,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,4.22,session0_files0-11_triggers_processed.txt,PRON,AUX,6.34,6.08,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3436,3,could,AUX,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.08,session0_files0-11_triggers_processed.txt,NOUN,VERB,4.22,3.0,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3437,4,graze,VERB,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,3.0,session0_files0-11_triggers_processed.txt,AUX,PRON,6.08,6.34,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3438,5,their,PRON,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.34,session0_files0-11_triggers_processed.txt,VERB,NOUN,3.0,3.91,5.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3439,6,cows,NOUN,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,3.91,session0_files0-11_triggers_processed.txt,PRON,AUX,6.34,6.08,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3440,7,could,AUX,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.08,session0_files0-11_triggers_processed.txt,NOUN,VERB,3.91,2.06,4.0,8.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3441,8,ruminate,VERB,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,8,2.06,session0_files0-11_triggers_processed.txt,AUX,CCONJ,6.08,7.41,5.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3442,9,and,CCONJ,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.41,session0_files0-11_triggers_processed.txt,VERB,ADV,2.06,5.9,8.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3443,10,never,ADV,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.9,session0_files0-11_triggers_processed.txt,CCONJ,DET,7.41,7.36,3.0,1.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3444,11,a,DET,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,1,7.36,session0_files0-11_triggers_processed.txt,ADV,ADJ,5.9,3.2,5.0,12.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3445,12,discouraging,ADJ,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,12,3.2,session0_files0-11_triggers_processed.txt,DET,NOUN,7.36,5.29,1.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3446,13,word,NOUN,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,5.29,session0_files0-11_triggers_processed.txt,ADJ,AUX,3.2,6.27,12.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3447,14,would,AUX,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.27,session0_files0-11_triggers_processed.txt,NOUN,AUX,5.29,6.8,4.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3448,15,be,AUX,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,6.8,session0_files0-11_triggers_processed.txt,AUX,VERB,6.27,5.27,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3449,16,heard,VERB,sess_0,sent_172,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.27,session0_files0-11_triggers_processed.txt,AUX,SENT_END,6.8,0.0,2.0,0.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_172
3454,1,after,ADP,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,6.08,session0_files0-11_triggers_processed.txt,SENT_START,DET,0.0,7.77,0.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3455,2,the,DET,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,ADJ,6.08,5.33,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3456,3,major,ADJ,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.33,session0_files0-11_triggers_processed.txt,DET,NOUN,7.77,5.09,3.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3457,4,kill,NOUN,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,5.09,session0_files0-11_triggers_processed.txt,ADJ,NOUN,5.33,3.95,5.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3458,5,wolves,NOUN,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,3.95,session0_files0-11_triggers_processed.txt,NOUN,ADP,5.09,5.26,4.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3459,6,outside,ADP,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,5.26,session0_files0-11_triggers_processed.txt,NOUN,ADP,3.95,7.45,6.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3460,7,of,ADP,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.45,session0_files0-11_triggers_processed.txt,ADP,PROPN,5.26,4.05,7.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3461,8,alaska,PROPN,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,4.05,session0_files0-11_triggers_processed.txt,ADP,CCONJ,7.45,7.41,2.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3462,9,and,CCONJ,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.41,session0_files0-11_triggers_processed.txt,PROPN,PROPN,4.05,5.07,6.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3463,10,canada,PROPN,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,5.07,session0_files0-11_triggers_processed.txt,CCONJ,VERB,7.41,4.33,3.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3464,11,existed,VERB,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,4.33,session0_files0-11_triggers_processed.txt,PROPN,ADV,5.07,4.79,6.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3465,12,mostly,ADV,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,4.79,session0_files0-11_triggers_processed.txt,VERB,ADP,4.33,6.79,7.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3466,13,as,ADP,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,6.79,session0_files0-11_triggers_processed.txt,ADV,NOUN,4.79,4.43,6.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3467,14,legend,NOUN,sess_0,sent_173,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,4.43,session0_files0-11_triggers_processed.txt,ADP,SENT_END,6.79,0.0,2.0,0.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_173
3470,1,like,ADP,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.39,session0_files0-11_triggers_processed.txt,SENT_START,NOUN,0.0,2.9,0.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3471,2,ufos,NOUN,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,2.9,session0_files0-11_triggers_processed.txt,ADP,CCONJ,6.39,6.54,4.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3472,3,or,CCONJ,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,6.54,session0_files0-11_triggers_processed.txt,NOUN,PROPN,2.9,2.67,4.0,9.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3473,4,sasquatch,PROPN,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,9,2.67,session0_files0-11_triggers_processed.txt,CCONJ,ADJ,6.54,5.42,2.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3474,5,several,ADJ,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,5.42,session0_files0-11_triggers_processed.txt,PROPN,NOUN,2.67,6.23,9.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3475,6,people,NOUN,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,6.23,session0_files0-11_triggers_processed.txt,ADJ,VERB,5.42,4.66,7.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3476,7,claimed,VERB,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,4.66,session0_files0-11_triggers_processed.txt,NOUN,PART,6.23,7.44,6.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3477,8,to,PART,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.44,session0_files0-11_triggers_processed.txt,VERB,VERB,4.66,6.11,7.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3478,9,see,VERB,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,6.11,session0_files0-11_triggers_processed.txt,PART,ADJ,7.44,3.35,2.0,8.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3479,10,fleeting,ADJ,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,8,3.35,session0_files0-11_triggers_processed.txt,VERB,ADJ,6.11,3.87,3.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3480,11,lone,ADJ,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,3.87,session0_files0-11_triggers_processed.txt,ADJ,NOUN,3.35,3.95,8.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3481,12,wolves,NOUN,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,3.95,session0_files0-11_triggers_processed.txt,ADJ,ADV,3.87,5.16,4.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3482,13,usually,ADV,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,5.16,session0_files0-11_triggers_processed.txt,NOUN,ADP,3.95,7.29,6.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3483,14,in,ADP,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.29,session0_files0-11_triggers_processed.txt,ADV,PROPN,5.16,3.2,7.0,11.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3484,15,yellowstone,PROPN,sess_0,sent_174,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,11,3.2,session0_files0-11_triggers_processed.txt,ADP,SENT_END,7.29,0.0,2.0,0.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_174
3487,1,in,ADP,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.29,session0_files0-11_triggers_processed.txt,SENT_START,DET,0.0,7.77,0.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3488,2,the,DET,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.29,4.99,2.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3489,3,1960s,NOUN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,4.99,session0_files0-11_triggers_processed.txt,DET,DET,7.77,7.36,3.0,1.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3490,4,a,DET,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,1,7.36,session0_files0-11_triggers_processed.txt,NOUN,NOUN,4.99,5.6,5.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3491,5,group,NOUN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.6,session0_files0-11_triggers_processed.txt,DET,VERB,7.36,4.69,1.0,8.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3492,6,shooting,VERB,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,8,4.69,session0_files0-11_triggers_processed.txt,NOUN,DET,5.6,7.36,5.0,1.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3493,7,a,DET,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,NOUN,4.69,5.11,8.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3494,8,movie,NOUN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,5,5.11,session0_files0-11_triggers_processed.txt,DET,ADP,7.36,7.29,1.0,2.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3495,9,in,ADP,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,2,7.29,session0_files0-11_triggers_processed.txt,NOUN,DET,5.11,7.77,5.0,3.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3496,10,the,DET,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,3,7.77,session0_files0-11_triggers_processed.txt,ADP,PROPN,7.29,3.56,2.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3497,11,wyoming,PROPN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,3.56,session0_files0-11_triggers_processed.txt,DET,NOUN,7.77,5.1,3.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3498,12,park,NOUN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,5.1,session0_files0-11_triggers_processed.txt,PROPN,ADV,3.56,4.08,7.0,10.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3499,13,reportedly,ADV,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,10,4.08,session0_files0-11_triggers_processed.txt,NOUN,VERB,5.1,4.02,4.0,8.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3500,14,imported,VERB,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,8,4.02,session0_files0-11_triggers_processed.txt,ADV,DET,4.08,6.19,10.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3501,15,some,DET,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.19,session0_files0-11_triggers_processed.txt,VERB,ADJ,4.02,3.73,8.0,7.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3502,16,captive,ADJ,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,7,3.73,session0_files0-11_triggers_processed.txt,DET,NOUN,6.19,3.95,4.0,6.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3503,17,wolves,NOUN,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,6,3.95,session0_files0-11_triggers_processed.txt,ADJ,ADV,3.73,6.07,7.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3504,18,then,ADV,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.07,session0_files0-11_triggers_processed.txt,NOUN,VERB,3.95,5.01,6.0,8.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3505,19,released,VERB,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,8,5.01,session0_files0-11_triggers_processed.txt,ADV,PRON,6.07,6.19,4.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3506,20,them,PRON,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.19,session0_files0-11_triggers_processed.txt,VERB,ADV,5.01,6.36,8.0,4.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
3507,21,when,ADV,sess_0,sent_175,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt,4,6.36,session0_files0-11_triggers_processed.txt,PRON,PRON,6.19,6.34,4.0,5.0,sess_0_newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900.txt_sent_175
